41,148
42,65
45,35
15,157
29,184
17,152
29,168
1,140
47,99
16,135
4,49
21,194
28,61
49,15
10,184
18,67
48,21
9,110
19,57
46,151
16,70
47,174
1,39
43,28
27,86
38,63
38,160
42,71
49,169
30,190
32,87
5,50
45,7
32,24
17,82
16,190
37,10
43,35
38,114
19,180
34,195
15,49
20,27
16,19
46,108
10,102
32,42
30,154
23,79
30,172
30,87
39,7
39,133
33,53
29,120
19,39
18,32
5,63
26,69
10,165
41,161
34,106
46,77
42,39
6,62
15,83
46,162
14,184
15,164
4,188
2,6
10,33
18,122
25,117
33,2
35,107
9,183
21,196
49,3
49,69
4,135
9,55
24,52
47,62
11,65
4,77
16,14
41,188
40,122
30,65
49,174
6,34
28,32
38,119
28,198
17,188
34,104
23,183
8,113
45,183
12,45
43,66
32,58
25,73
37,191
19,4
32,118
6,37
35,116
33,151
49,52
6,23
11,45
5,67
30,55
40,154
35,93
29,122
4,63
23,166
11,16
11,5
2,96
27,150
43,172
7,169
36,104
2,14
13,195
28,80
26,124
13,164
6,79
45,150
26,129
8,156
47,13
14,98
37,83
43,134
11,80
12,125
30,94
41,81
32,199
33,110
13,185
36,167
5,9
10,84
31,26
11,65
39,87
1,21
39,57
14,44
45,93
46,26
44,83
1,59
33,57
3,109
15,67
45,32
21,1
22,164
10,71
33,74
6,171
8,191
19,94
14,8
44,138
39,105
12,16
7,57
7,112
44,141
42,104
44,8
3,176
29,11
6,142
39,26
18,150
18,39
18,56
18,186
20,122
8,102
24,3
28,54
24,123
44,157
34,147
36,53
45,61
34,79
5,3
13,9
43,126
37,156
29,80
38,20
38,129
17,41
21,170
22,187
25,186
42,93
28,103
9,46
18,51
34,4
33,176
36,117
24,17
34,60
40,95
7,182
37,142
15,112
6,14
18,16
16,52
3,60
36,127
11,136
29,94
23,106
9,102
40,68
19,164
49,79
15,66
13,83
13,192
43,187
9,158
8,23
45,32
7,34
16,84
29,183
17,174
39,89
4,12
14,39
32,102
42,33
29,165
43,124
1,62
3,148
41,30
2,110
23,7
21,119
23,131
45,96
7,47
2,126
25,166
45,184
41,116
35,63
29,49
23,48
7,78
35,131
34,26
34,165
47,29
4,80
2,187
35,38
15,164
5,2
47,75
1,29
32,35
13,54
29,21
16,91
47,43
13,113
24,130
27,75
9,83
33,13
30,140
23,167
4,23
32,69
43,171
49,189
35,192
46,8
15,78
45,68
2,19
33,136
24,173
23,52
5,50
48,85
27,19
7,93
7,53
26,102
48,99
21,100
9,197
19,17
13,82
8,12
17,199
6,143
7,193
26,117
7,85
31,17
30,8
22,109
48,73
26,70
3,188
43,92
16,128
25,154
27,188
45,163
27,48
12,102
28,167
48,176
40,173
8,153
25,64
46,188
46,102
4,191
7,51
21,44
47,101
42,113
25,44
23,64
9,55
43,76
20,100
16,126
26,29
20,144
6,145
11,144
20,62
43,181
37,29
29,38
39,177
30,84
46,123
2,167
8,48
25,43
49,70
41,15
9,143
8,1
15,187
36,51
17,83
11,70
8,168
39,11
34,91
17,159
11,42
23,153
26,139
48,119
11,132
26,69
28,151
40,124
26,151
19,174
49,22
34,187
39,65
4,195
45,114
13,17
17,101
42,105
46,84
49,141
22,73
31,154
27,151
29,173
44,18
48,113
36,189
22,84
15,140
12,18
40,129
30,83
13,192
23,11
29,185
33,175
23,154
40,1
21,99
29,118
35,12
38,19
24,6
1,13
43,115
16,177
8,73
29,171
10,169
44,91
47,165
15,50
41,86
21,75
49,36
23,109
43,81
2,151
37,77
18,177
39,139
39,7
30,122
22,164
42,39
44,58
17,110
39,81
20,13
2,157
21,62
26,34
47,73
36,191
19,3
35,195
10,16
1,71
42,50
11,177
17,47
4,180
21,144
34,72
24,30
11,171
37,60
17,61
21,189
7,57
32,164
13,130
44,92
45,170
16,2
49,74
25,180
31,38
27,172
25,196
49,82
17,88
24,151
3,89
29,86
18,26
36,43
22,28
15,129
16,89
11,108
49,100
4,180
41,144
37,63
43,8
43,161
28,45
14,194
43,26
40,13
27,79
29,189
9,188
34,40
22,190
24,68
42,186
