47,313
12,22
36,390
17,192
96,278
63,434
60,428
50,192
79,105
73,488
1,10
40,146
87,17
61,473
67,310
62,214
70,412
42,380
4,29
1,271
2,368
24,249
63,357
84,325
81,432
67,397
20,283
3,252
54,158
45,190
47,66
46,282
29,312
48,393
64,4
68,365
13,306
23,185
56,352
43,150
48,7
10,66
99,354
75,406
99,467
14,59
86,152
38,123
81,493
7,379
19,86
42,360
63,37
48,246
48,208
15,59
22,271
17,292
12,287
61,116
0,204
85,354
90,418
85,495
40,65
79,48
0,463
20,211
94,81
8,84
39,343
53,145
28,347
43,198
98,223
4,160
53,42
63,86
73,150
13,138
19,118
38,115
53,452
2,53
18,313
43,185
45,436
81,345
71,170
94,61
31,118
82,485
10,141
65,385
5,363
37,369
54,324
39,379
8,202
9,218
72,202
5,480
4,445
56,122
8,258
33,86
98,109
51,4
84,211
18,343
91,283
98,60
21,63
19,125
68,437
38,364
43,227
63,46
63,269
86,194
33,430
42,321
2,68
72,493
11,94
56,396
3,190
29,0
10,48
10,169
60,302
68,366
70,311
94,432
36,473
45,457
90,156
75,330
36,121
52,354
92,289
6,437
72,136
26,197
51,224
57,488
50,379
84,198
11,23
62,126
90,430
36,163
28,287
5,191
83,102
22,402
88,346
6,450
86,474
86,499
3,11
85,3
49,353
59,188
49,232
76,172
39,128
71,449
99,230
67,196
35,317
88,14
86,40
15,380
82,293
33,72
13,13
45,434
6,224
85,439
41,278
64,24
50,340
40,487
20,465
26,397
48,138
11,135
40,238
99,255
43,476
3,363
66,339
95,373
45,92
11,494
4,117
18,317
12,490
95,42
83,482
83,387
14,499
89,404
37,1
70,120
67,382
58,301
86,406
23,293
17,195
78,476
90,283
43,388
82,262
73,251
5,380
82,321
24,126
53,59
91,437
20,103
25,20
89,495
19,421
54,199
94,380
9,245
51,383
56,414
48,170
41,469
49,136
84,302
23,158
96,52
74,35
30,478
44,34
45,33
28,483
47,450
77,121
17,71
13,35
57,315
15,481
76,278
99,136
45,216
19,413
95,296
30,23
68,479
73,257
39,188
71,178
52,456
75,352
95,346
75,50
74,335
91,17
24,458
51,6
74,98
69,106
89,7
92,263
3,361
0,494
95,0
98,156
89,161
52,136
43,133
71,189
37,4
24,221
20,185
69,397
23,478
25,243
17,97
56,393
95,26
31,253
46,497
32,80
30,237
72,68
82,135
67,368
1,209
44,215
76,140
92,183
4,339
93,451
89,455
71,332
29,441
88,437
36,97
91,204
56,493
56,262
49,35
78,418
63,51
38,446
3,379
81,475
91,315
51,476
90,402
42,270
42,220
55,225
77,131
75,280
8,490
10,388
19,437
8,115
4,434
28,27
51,135
35,323
16,136
73,9
98,265
76,6
5,334
0,292
19,224
60,241
57,252
95,449
49,271
73,232
80,368
5,347
49,313
29,497
94,390
23,284
36,374
67,447
44,458
68,412
49,345
19,42
65,211
71,176
60,233
5,411
68,352
75,106
62,336
54,273
72,290
27,157
93,234
42,134
58,53
20,419
73,246
46,389
60,464
44,95
73,63
77,470
15,240
80,176
23,218
35,165
44,45
75,184
18,467
75,335
33,439
50,12
14,184
6,42
7,168
21,49
11,365
74,407
39,347
48,184
63,51
99,331
5,326
50,25
43,456
38,303
52,333
95,85
29,119
19,41
53,150
75,431
31,405
97,129
56,190
20,63
8,355
85,305
73,362
66,227
72,352
79,430
69,339
95,178
43,284
91,267
68,444
30,449
58,79
20,355
67,285
80,420
18,219
79,395
78,357
45,435
22,444
43,470
16,290
17,119
71,434
60,310
64,378
41,85
9,323
2,136
28,246
85,298
81,412
20,38
57,349
4,252
42,493
50,497
5,202
61,293
20,132
85,323
5,408
20,362
71,293
62,488
83,64
91,211
38,229
66,402
13,378
95,466
68,91
81,162
49,377
60,245
85,76
49,38
20,467
32,262
61,255
50,488
66,108
11,242
82,488
80,389
75,60
85,225
16,438
65,479
36,85
32,54
90,168
18,296
29,332
58,55
65,209
17,333
36,319
76,317
88,156
41,304
56,352
69,26
7,207
13,471
79,241
46,482
49,460
22,398
62,94
6,88
93,351
80,95
66,437
93,438
30,287
9,336
0,249
21,390
26,175
23,149
94,419
54,489
61,121
88,180
14,176
9,404
59,445
12,343
84,207
20,25
35,493
26,493
80,190
20,95
9,210
58,122
22,478
63,11
11,423
55,322
58,212
98,253
16,189
57,256
56,116
63,475
1,210
27,244
16,254
25,417
68,100
20,114
56,16
25,461
4,347
40,205
54,487
55,417
59,307
11,197
77,54
38,136
80,115
73,289
93,337
37,281
36,46
9,10
35,232
1,376
76,284
60,297
67,86
75,380
49,23
40,456
97,490
71,337
40,133
2,413
23,52
47,411
18,65
13,246
61,165
21,135
31,241
83,473
14,206
70,115
76,306
43,87
79,358
40,17
39,91
4,244
26,437
2,293
14,213
13,284
9,40
6,356
7,136
8,1
55,327
0,417
74,392
98,66
20,297
71,91
83,459
78,451
72,274
25,369
4,94
22,322
85,141
24,275
91,339
79,50
98,253
48,128
21,122
55,158
12,79
11,333
